25,3477.973617
2292,3477.986095
366,3477.988121
2293,3477.988682
433,3477.989342
161,3477.989706
5,3477.989714
1352,3477.990161
450,3477.990222
1089,3477.99045
851,3477.991079
57,3477.991587
914,3477.991633
414,3477.991785
3890,3477.99183
2363,3477.991861
1334,3477.991906
3176,3477.992748
1682,3477.992983
2285,3477.993014
267,3477.993067
3749,3477.993127
1027,3477.99318
876,3477.993188
715,3477.993196
1480,3477.993226
4169,3477.9934
1321,3477.993416
1287,3477.993423
365,3477.993454
855,3477.993575
20,3477.99362
219,3477.993666
11597,3477.993749
131,3477.993772
3253,3477.99378
655,3477.993825
1002,3477.994205
1397,3477.994227
666,3477.994242
6055,3477.994311
1502,3477.994326
16973,3477.994326
578,3477.994409
2282,3477.994493
913,3477.9945
966,3477.994516
410,3477.994599
5592,3477.994622
11445,3477.994622
1328,3477.994629
689,3477.994698
1685,3477.994736
931,3477.994811
1945,3477.994811
17354,3477.994849
549,3477.994872
3343,3477.994948
106,3477.994971
453,3477.995009
247,3477.995016
744,3477.995054
1003,3477.995084
5148,3477.995115
2116,3477.995153
1652,3477.995229
430,3477.995251
3380,3477.995282
1865,3477.99532
175,3477.995327
7766,3477.995327
3147,3477.995342
1492,3477.99535
1313,3477.995388
865,3477.995411
2738,3477.995411
382,3477.995426
4948,3477.995433
3205,3477.995441
532,3477.995502
4542,3477.995502
5213,3477.995502
1348,3477.995532
1955,3477.995532
1274,3477.995555
3259,3477.995585
35,3477.9956
1970,3477.995608
10369,3477.995691
1488,3477.995699
6800,3477.995805
1605,3477.995858
2475,3477.995881
1037,3477.995904
677,3477.995926
1345,3477.995942
1891,3477.995942
2579,3477.995949
570,3477.995957
1547,3477.995964
3144,3477.99601
3723,3477.996033
3697,3477.99604
169,3477.996063
363,3477.996063
2677,3477.996071
1787,3477.996086
2842,3477.996086
1882,3477.996116
3805,3477.996169
3171,3477.996184
4167,3477.996184
77232,3477.996207
691,3477.996215
1894,3477.996283
3915,3477.996283
1118,3477.996329
4629,3477.996336
1288,3477.996344
3249,3477.996344
2224,3477.996351
1296,3477.996366
16933,3477.996374
1404,3477.996382
1495,3477.996389
2183,3477.996389
671,3477.996404
1494,3477.99645
3168,3477.99645
23,3477.996457
317,3477.996473
3847,3477.996473
3828,3477.996503
2287,3477.996526
10862,3477.996526
1119,3477.996541
4080,3477.996579
2387,3477.996586
8833,3477.996586
1497,3477.996594
5983,3477.996594
3324,3477.996602
6279,3477.99664
2405,3477.996655
155,3477.996662
967,3477.996677
661,3477.996685
307,3477.996693
3543,3477.996693
4261,3477.996693
657,3477.9967
3133,3477.9967
3358,3477.996708
5135,3477.996708
4489,3477.996738
904,3477.996776
555,3477.996784
1533,3477.996784
3204,3477.996791
167,3477.996806
2094,3477.996806
2402,3477.996837
3842,3477.996852
1493,3477.996867
16926,3477.996867
3879,3477.996882
5377,3477.996905
79,3477.99692
50524,3477.99692
1365,3477.996928
2044,3477.996935
16936,3477.996935
1083,3477.996951
2271,3477.996951
3626,3477.996958
558,3477.996966
1905,3477.996981
33931,3477.996981
52,3477.996988
1438,3477.997011
1784,3477.997011
3438,3477.997011
9349,3477.997011
1322,3477.997019
2557,3477.997019
9071,3477.997019
1441,3477.997026
1607,3477.997026
23532,3477.997026
2648,3477.997034
4360,3477.997034
5773,3477.997034
2200,3477.997042
2505,3477.997042
1289,3477.997057
1951,3477.997064
544,3477.997072
353,3477.99708
3141,3477.997095
3244,3477.997095
1092,3477.99711
4665,3477.997117
13506,3477.997117
1149,3477.997125
9384,3477.997133
1782,3477.99714
23561,3477.997148
3197,3477.997155
918,3477.997171
5203,3477.997171
6847,3477.997171
3060,3477.997178
2040,3477.997186
9846,3477.997193
3137,3477.997262
6364,3477.997277
7855,3477.997277
717,3477.997284
3371,3477.997315
2286,3477.997322
1499,3477.99733
203,3477.997337
1819,3477.997337
1952,3477.997345
3338,3477.997353
9221,3477.997353
17069,3477.997353
263,3477.997368
264,3477.997368
2010,3477.997375
2335,3477.997391
1937,3477.997398
2279,3477.997398
3241,3477.997398
3017,3477.997421
5051,3477.997421
1017,3477.997428
1954,3477.997428
9282,3477.997428
3177,3477.997444
6276,3477.997444
13732,3477.997444
17011,3477.997451
1378,3477.997459
321,3477.997466
311,3477.997474
2339,3477.997474
4256,3477.997474
16995,3477.997474
21249,3477.997474
4959,3477.997482
7341,3477.997482
33960,3477.997482
552,3477.997497
8665,3477.997497
946,3477.997504
12134,3477.997504
2084,3477.997519
1127,3477.997527
1867,3477.997527
17005,3477.997527
7529,3477.997542
12016,3477.997542
17376,3477.99755
1909,3477.997557
8953,3477.997557
17373,3477.997573
593,3477.99758
3201,3477.99758
1510,3477.997588
4308,3477.997588
693,3477.997595
11639,3477.997595
6296,3477.997603
12047,3477.997603
2276,3477.997611
1349,3477.997618
3210,3477.997626
1075,3477.997648
4657,3477.997648
28937,3477.997648
37772,3477.997648
1026,3477.997664
961,3477.997671
1032,3477.997679
12184,3477.997679
481,3477.997694
1444,3477.997709
1816,3477.997709
1929,3477.997709
5561,3477.997709
9763,3477.997724
878,3477.997732
11640,3477.997739
1303,3477.997747
1687,3477.997747
1783,3477.997747
3750,3477.997747
92839,3477.997747
1440,3477.997755
930,3477.997762
1278,3477.997762
1650,3477.997762
7588,3477.997762
1485,3477.99777
12806,3477.99777
4689,3477.997777
10428,3477.997777
11714,3477.997777
79365,3477.997777
361,3477.997785
1327,3477.997785
3321,3477.997785
6278,3477.997785
370,3477.997793
1090,3477.997793
1504,3477.997793
1615,3477.997793
2550,3477.997793
3710,3477.997793
1457,3477.9978
1456,3477.997808
1946,3477.997815
1702,3477.997823
1825,3477.997823
4494,3477.997823
6911,3477.997823
8930,3477.997823
1361,3477.99783
3277,3477.99783
1691,3477.997846
3903,3477.997846
48759,3477.997846
1333,3477.997861
1511,3477.997861
